,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,SalePrice
691,0,1872.0,4.0,0,989,0.0,832,1994.0,0,0,104.0,1170.0,50,6,10,0,382.0,1994,1995,0,1,0,1,0,0,1,0,0,1,0,0,755000
231,1490,1304.0,4.0,689,773,25.330882352941178,810,1995.0,0,15138,0.0,506.0,146,5,8,1462,103.74193548387096,1995,1996,1,0,0,0,0,1,1,0,0,1,0,0,403000
526,928,0.0,2.0,377,551,25.330882352941178,252,1956.0,928,13300,70.0,0.0,0,7,5,928,103.74193548387096,1956,2000,1,0,0,0,1,0,0,0,1,0,0,1,132000
101,977,755.0,3.0,0,741,25.330882352941178,476,1985.0,1732,9206,77.0,336.0,46,5,6,741,103.74193548387096,1985,1985,1,0,0,0,0,1,1,0,0,0,1,0,178000
1092,1390,304.0,4.0,423,758,25.330882352941178,576,1925.0,1694,8400,60.0,0.0,0,5,6,1181,103.74193548387096,1925,1950,1,0,0,0,1,0,0,0,1,0,0,1,136500
411,1056,0.0,3.0,1056,0,25.330882352941178,572,1955.0,1056,0,100.0,0.0,0,5,5,1056,103.74193548387096,1955,1955,0,1,0,0,1,0,1,0,0,0,0,1,145000
1392,900,0.0,3.0,769,95,25.330882352941178,288,1967.0,900,7838,68.0,0.0,144,5,5,864,103.74193548387096,1967,1967,0,1,1,0,0,0,0,1,0,0,0,1,123000
907,1020,1037.0,3.0,223,794,0.0,180,1936.0,2057,11500,86.0,0.0,0,7,7,1017,103.74193548387096,1936,1987,1,0,0,0,1,0,1,0,0,0,1,0,250000
782,1430,0.0,3.0,0,1413,0.0,605,2001.0,1430,16285,67.0,0.0,33,5,7,1413,103.74193548387096,2001,2002,1,0,0,0,0,1,0,1,0,0,1,0,187100
952,768,0.0,2.0,660,108,25.330882352941178,396,1974.0,768,7200,60.0,0.0,0,8,5,768,103.74193548387096,1972,2003,0,1,0,0,0,1,1,0,0,0,0,1,133900
620,864,348.5240174672489,2.0,41,823,25.330882352941178,0,1978.5061638868744,864,8248,45.0,0.0,0,3,3,864,103.74193548387096,1914,1950,1,0,1,0,0,0,1,0,0,0,0,1,67000
669,1180,0.0,2.0,0,700,25.330882352941178,252,1922.0,1180,11600,80.0,0.0,0,5,4,700,103.74193548387096,1922,1950,1,0,0,0,0,1,0,0,1,1,0,0,137500
128,660,688.0,3.0,512,148,25.330882352941178,453,1966.0,1348,7590,69.0,266.0,108,5,6,660,103.74193548387096,1966,1966,1,0,1,0,0,0,0,1,0,0,0,1,155000
529,0,0.0,4.0,1219,816,25.330882352941178,484,1975.0,0,0,70.04995836802665,103.68526170798899,0,3,6,0,103.74193548387096,1957,1975,1,0,0,0,1,0,0,0,1,0,0,1,200624
910,1105,1169.0,0.0,443,662,25.330882352941178,480,1960.0,2274,11600,80.0,361.0,0,5,5,1105,103.74193548387096,1960,1960,1,0,0,0,1,0,0,0,1,0,0,1,154300
998,1077,0.0,3.0,0,1007,25.330882352941178,210,1922.0,1077,9786,60.0,0.0,100,4,3,1007,103.74193548387096,1922,1950,1,0,0,0,0,1,0,0,1,0,0,1,91000
1450,896,896.0,4.0,0,896,25.330882352941178,0,1978.5061638868744,1792,9000,60.0,0.0,45,5,5,896,103.74193548387096,1974,1974,1,0,0,0,0,1,1,0,0,0,0,1,136000
1163,1258,0.0,0.0,1198,0,0.0,400,1969.0,1258,12900,60.0,0.0,0,4,4,1198,103.74193548387096,1969,1969,0,1,0,0,0,1,0,0,1,0,0,1,108959
247,1375,0.0,2.0,0,1367,25.330882352941178,451,1954.0,1375,11310,75.0,0.0,30,5,6,1367,103.74193548387096,1954,1954,1,0,0,0,0,1,0,0,1,0,0,1,140000
528,605,0.0,2.0,348,180,25.330882352941178,0,1978.5061638868744,605,9098,58.0,0.0,0,7,4,528,103.74193548387096,1920,2002,0,1,0,0,0,1,0,0,1,0,0,1,86000
733,1144,0.0,3.0,594,270,25.330882352941178,264,1961.0,1144,10000,80.0,0.0,0,6,5,864,103.74193548387096,1961,1983,1,0,1,0,0,0,0,1,0,0,0,1,131400
32,1234,0.0,3.0,0,1234,0.0,484,2007.0,1234,11049,85.0,0.0,30,5,8,1234,103.74193548387096,2007,2007,0,1,0,0,0,1,0,1,0,0,1,0,179900
634,1056,0.0,0.0,1056,0,25.330882352941178,576,1980.0,1056,6979,64.0,0.0,56,5,6,1056,103.74193548387096,1980,1980,1,0,0,1,0,0,0,0,1,0,0,1,144000
1027,1646,0.0,3.0,0,125,25.330882352941178,800,2008.0,1646,9520,71.0,338.0,44,5,8,1638,192.0,2007,2008,0,1,0,1,0,0,0,1,0,0,1,0,293077
1053,1526,0.0,4.0,383,833,25.330882352941178,364,1957.0,1526,8562,68.0,145.0,78,6,5,1216,116.0,1957,2002,0,1,0,0,1,0,0,0,1,0,0,1,144500
575,832,384.0,2.0,442,390,25.330882352941178,336,1947.0,1216,8480,80.0,0.0,0,5,5,832,103.74193548387096,1947,1950,1,0,0,0,1,0,0,0,1,0,0,1,118500
843,1800,0.0,0.0,0,1800,25.330882352941178,0,1978.5061638868744,1800,8000,80.0,0.0,0,4,5,0,103.74193548387096,1961,1961,1,0,0,0,0,1,1,0,0,0,0,1,141000
297,975,975.0,3.0,649,326,25.330882352941178,576,1997.0,1950,7399,66.0,1600.0,10,5,7,975,103.74193548387096,1997,1998,1,0,0,0,0,1,0,1,0,0,1,0,239000
261,1482,1092.0,3.0,0,1482,25.330882352941178,0,2007.0,0,9588,69.0,270.0,148,5,8,1482,103.74193548387096,2007,2007,1,0,0,0,0,1,1,0,0,1,0,0,276000
1046,0,876.0,4.0,240,1752,25.330882352941178,716,2005.0,0,16056,85.0,208.0,108,5,9,0,103.74193548387096,2005,2006,0,1,0,1,0,0,1,0,0,1,0,0,556581
939,1207,1196.0,2.8692138133725202,0,1032,25.330882352941178,349,1940.0,2403,0,70.04995836802665,0.0,0,7,7,1032,103.74193548387096,1940,1950,0,1,0,0,0,1,0,0,1,0,0,1,244400
309,0,0.0,3.0,1274,622,25.330882352941178,708,2003.0,1944,12378,90.0,0.0,175,5,9,0,103.74193548387096,2003,2004,0,1,0,0,0,1,1,0,0,1,0,0,360000
163,882,0.0,1.0,0,882,25.330882352941178,0,1978.5061638868744,882,5500,55.0,0.0,0,6,4,882,103.74193548387096,1956,1956,1,0,0,0,0,1,1,0,0,0,0,1,103200
1009,1008,0.0,4.0,0,1008,138.0,0,1978.5061638868744,1522,6000,60.0,0.0,0,5,5,1008,103.74193548387096,1926,1950,1,0,0,0,0,1,1,0,0,0,0,1,102000
599,716,840.0,3.0,81,23,25.330882352941178,452,1980.0,1556,1950,24.0,0.0,0,6,6,716,103.74193548387096,1980,1980,1,0,0,0,0,1,1,0,0,0,0,1,151000
1175,0,743.0,4.0,700,983,25.330882352941178,541,1992.0,0,10678,85.0,337.0,33,5,8,1683,103.74193548387096,1992,2000,1,0,0,1,0,0,1,0,0,0,1,0,285000
371,1120,468.0,4.0,0,0,25.330882352941178,680,1991.0,1588,17120,80.0,0.0,59,4,4,0,103.74193548387096,1959,1959,0,1,0,0,1,0,1,0,0,0,0,1,134432
239,798,348.5240174672489,3.0,94,641,0.0,220,1949.0,1487,8741,52.0,0.0,140,4,6,735,103.74193548387096,1945,1950,1,0,0,0,1,0,0,0,1,0,0,1,113000
881,1187,530.0,3.0,902,254,25.330882352941178,400,1990.0,1717,13758,44.0,117.0,36,5,7,1156,103.74193548387096,1990,1991,0,1,0,0,1,0,0,1,0,0,1,0,187500
1333,803,557.0,2.0,0,803,25.330882352941178,297,1951.0,1360,7200,60.0,0.0,65,6,5,803,103.74193548387096,1938,1995,1,0,0,0,0,1,0,0,1,0,1,0,125500
1358,769,804.0,3.0,378,378,25.330882352941178,440,2000.0,1573,2117,70.04995836802665,216.0,32,5,6,756,103.74193548387096,2000,2000,1,0,0,1,0,0,0,0,1,0,1,0,177500
1156,1265,0.0,3.0,633,586,25.330882352941178,502,1965.0,1265,9350,85.0,0.0,92,8,5,1219,103.74193548387096,1965,1999,0,1,1,0,0,0,0,1,0,0,1,0,179900
812,1044,0.0,2.0,0,540,25.330882352941178,504,1952.0,1044,8712,66.0,0.0,0,5,5,540,0.0,1952,1952,0,1,0,0,0,1,0,0,1,1,0,0,55993
1331,954,0.0,3.0,483,428,0.0,576,1976.0,954,10780,55.0,0.0,0,5,5,911,0.0,1976,1976,0,1,1,0,0,0,0,0,1,0,0,1,132500
425,707,682.0,3.0,0,651,25.330882352941178,240,1947.0,1389,3378,60.0,0.0,0,8,7,651,103.74193548387096,1946,1992,1,0,0,0,0,1,0,0,1,0,0,1,135000
1054,1091,898.0,3.0,932,133,25.330882352941178,586,2002.0,1989,11367,90.0,210.0,60,5,8,1065,103.74193548387096,2002,2002,0,1,0,1,0,0,1,0,0,0,1,0,255000
63,902,808.0,3.0,0,576,25.330882352941178,480,1990.0,1710,10300,50.0,0.0,11,6,7,576,103.74193548387096,1921,1950,1,0,0,0,0,1,0,0,1,0,0,1,140000
817,1689,0.0,3.0,1218,350,25.330882352941178,0,2002.0,1689,13265,70.04995836802665,148.0,59,5,8,1568,103.74193548387096,2002,2002,1,0,0,1,0,0,0,1,0,0,1,0,271000
1394,1500,0.0,2.8692138133725202,1070,286,25.330882352941178,648,2006.0,1500,4045,53.0,45.0,20,5,7,1356,103.74193548387096,2006,2006,0,1,0,1,0,0,1,0,0,0,1,0,246578
1306,1368,0.0,2.0,0,1368,25.330882352941178,474,2005.0,1368,6955,48.0,94.0,35,5,7,1368,103.74193548387096,2005,2006,1,0,0,0,0,1,0,1,0,0,1,0,202500
915,546,546.0,3.0,0,546,25.330882352941178,286,1970.0,1092,2001,21.0,80.0,0,5,4,546,103.74193548387096,1970,1970,1,0,0,0,0,1,0,0,1,0,0,1,75000
432,765,600.0,2.0,471,294,25.330882352941178,440,1971.0,1365,1920,24.0,376.0,36,5,5,765,103.74193548387096,1971,1971,1,0,1,0,0,0,0,0,1,0,0,1,122500
693,1073,0.0,2.0,0,1073,25.330882352941178,326,1968.0,1073,5400,60.0,0.0,0,6,5,1073,103.74193548387096,1921,1968,1,0,0,0,0,1,0,0,1,0,0,1,108480
966,976,332.0,2.0,428,300,25.330882352941178,256,1940.0,1308,9600,0.0,0.0,70,7,5,728,103.74193548387096,1940,1950,1,0,0,0,1,0,0,0,1,0,0,1,160000
1170,1118,0.0,3.0,522,574,25.330882352941178,358,1977.0,1118,9880,76.0,0.0,0,6,6,1096,103.74193548387096,1977,1977,0,1,1,0,0,0,1,0,0,0,0,1,171000
1042,1306,0.0,1.0,900,406,25.330882352941178,624,2005.0,1306,5381,34.0,135.0,63,5,6,1306,103.74193548387096,2005,2005,0,1,1,0,0,0,0,0,1,0,1,0,196000
607,1112,896.0,3.0,603,293,25.330882352941178,230,1948.0,2008,7800,78.0,0.0,0,8,5,896,103.74193548387096,1948,2002,1,0,0,1,0,0,0,0,1,1,0,0,225000
1089,1247,0.0,1.0,1039,208,25.330882352941178,550,2005.0,1247,3316,37.0,0.0,84,5,8,1247,103.74193548387096,2005,2005,1,0,0,1,0,0,1,0,0,0,1,0,197000
30,649,668.0,3.0,0,649,25.330882352941178,250,1920.0,1317,8500,50.0,0.0,54,4,4,649,103.74193548387096,1920,1950,1,0,0,0,0,1,0,0,1,0,0,1,40000
56,983,756.0,3.0,649,321,25.330882352941178,480,1999.0,1739,2645,24.0,456.0,0,5,8,970,103.74193548387096,1999,2000,1,0,0,1,0,0,1,0,0,0,1,0,172500
1178,820,523.0,3.0,0,731,25.330882352941178,186,1921.0,1343,7681,54.0,0.0,0,6,5,731,103.74193548387096,1921,1950,1,0,0,0,0,1,0,0,1,0,0,1,154900
451,1533,0.0,2.0,655,878,25.330882352941178,576,1975.0,1533,0,62.0,0.0,54,5,7,1533,103.74193548387096,1975,1975,0,1,1,0,0,0,0,0,1,0,1,0,280000
558,729,717.0,3.0,604,125,25.330882352941178,406,1996.0,1446,0,57.0,0.0,22,5,7,729,103.74193548387096,1996,1997,0,1,0,1,0,0,0,0,1,0,0,1,175000
365,672,672.0,3.0,456,216,25.330882352941178,468,1964.0,1344,10690,59.0,0.0,128,7,5,672,103.74193548387096,1920,1997,1,0,0,0,1,0,0,0,1,0,0,1,147000
423,1470,348.5240174672489,4.0,986,484,25.330882352941178,696,1998.0,0,9200,80.0,473.0,66,5,8,1470,103.74193548387096,1998,1998,1,0,0,1,0,0,0,0,1,0,1,0,315000
958,1337,0.0,3.0,699,638,25.330882352941178,531,2003.0,1337,8450,65.0,0.0,39,5,7,1337,103.74193548387096,2003,2003,0,1,0,1,0,0,0,1,0,0,1,0,185000
806,980,348.5240174672489,3.0,400,100,25.330882352941178,384,1967.0,980,9750,75.0,0.0,0,5,5,980,103.74193548387096,1967,1967,0,1,0,0,0,1,1,0,0,0,0,1,135500
1133,1142,878.0,3.0,584,544,25.330882352941178,466,1995.0,2020,9828,80.0,0.0,155,5,8,1128,103.74193548387096,1995,1995,1,0,0,1,0,0,0,1,0,0,1,0,239500
979,1121,0.0,3.0,651,470,25.330882352941178,480,1963.0,1121,8816,80.0,0.0,80,6,5,1121,103.74193548387096,1963,1963,1,0,0,0,1,0,0,0,1,0,0,1,139000
354,1192,403.0,2.0,388,552,25.330882352941178,240,1940.0,1595,8400,60.0,0.0,0,5,6,940,103.74193548387096,1940,2000,1,0,0,0,1,0,0,0,1,0,0,1,140000
1356,892,0.0,3.0,340,524,25.330882352941178,264,1966.0,892,9477,70.04995836802665,65.0,0,5,5,864,103.74193548387096,1966,1966,1,0,0,0,1,0,0,1,0,0,0,1,110000
306,1122,1121.0,4.0,700,0,224.0,746,1990.0,2243,13474,0.0,246.0,44,5,7,700,103.74193548387096,1990,1991,1,0,1,0,0,0,0,1,0,0,1,0,225000
796,1285,0.0,3.0,0,660,25.330882352941178,528,1977.0,1285,8197,71.0,148.0,0,5,6,660,103.74193548387096,1977,1977,1,0,0,0,0,1,0,1,0,0,0,1,143500
99,1225,0.0,3.0,569,381,25.330882352941178,0,1978.5061638868744,1225,9320,77.0,0.0,0,5,4,950,103.74193548387096,1959,1959,1,0,1,0,0,0,1,0,0,0,0,1,128950
755,742,729.0,3.0,381,348,25.330882352941178,440,1999.0,1471,3230,34.0,894.0,24,5,6,729,103.74193548387096,1999,1999,1,0,0,1,0,0,0,0,1,0,0,1,172500
271,1363,0.0,2.0,226,96,0.0,439,1954.0,1363,0,73.0,0.0,0,7,7,1385,103.74193548387096,1954,2005,0,1,0,0,1,0,0,0,1,0,0,1,241500
240,1566,0.0,3.0,1078,488,0.0,750,2008.0,1566,9000,75.0,36.0,168,5,8,1566,103.74193548387096,2008,2008,0,1,0,1,0,0,0,1,0,0,1,0,262500
597,1402,0.0,2.0,0,1258,25.330882352941178,648,2006.0,1402,3922,53.0,72.0,16,5,7,1258,103.74193548387096,2006,2007,0,1,0,0,0,1,1,0,0,0,1,0,194201
946,1144,0.0,3.0,748,102,25.330882352941178,796,1959.0,1144,8163,70.0,128.0,0,6,5,1144,103.74193548387096,1959,1959,0,1,0,0,0,1,0,1,0,0,0,1,143000
358,1352,0.0,3.0,300,468,25.330882352941178,288,1958.0,1352,6930,92.0,120.0,0,4,5,1062,103.74193548387096,1958,1958,0,1,1,0,0,0,0,0,1,0,1,0,130000
984,1302,432.0,4.0,0,0,0.0,539,1977.0,1734,10125,75.0,0.0,0,5,5,0,0.0,1977,1977,0,1,0,0,1,0,0,0,1,0,1,0,126000
777,894,0.0,3.0,762,102,25.330882352941178,440,1974.0,894,13350,100.0,0.0,0,5,5,864,103.74193548387096,1974,1974,1,0,1,0,0,0,0,0,1,0,0,1,142500
707,1324,348.5240174672489,2.0,863,461,25.330882352941178,550,2006.0,1324,6240,48.0,176.0,38,5,8,1324,103.74193548387096,2006,2006,1,0,0,1,0,0,1,0,0,0,1,0,254000
598,1647,0.0,3.0,0,0,25.330882352941178,621,1977.0,1647,12984,80.0,459.0,0,6,5,1430,103.74193548387096,1977,1977,0,1,1,0,0,0,1,0,0,0,1,0,217500
874,676,455.0,2.8692138133725202,0,676,25.330882352941178,200,1941.0,1131,5720,52.0,0.0,0,6,5,676,103.74193548387096,1941,1950,1,0,0,0,0,1,0,0,1,0,0,1,66500
930,1466,348.5240174672489,3.0,16,1450,25.330882352941178,610,2007.0,1466,8925,73.0,0.0,18,5,8,1466,103.74193548387096,2007,2007,0,1,0,1,0,0,1,0,0,0,1,0,201000
339,1215,0.0,3.0,585,630,0.0,297,1958.0,1215,12400,66.0,176.0,0,7,6,1215,0.0,1958,1998,1,0,0,0,1,0,0,0,1,0,0,1,155000
1279,698,430.0,2.0,0,698,25.330882352941178,528,1980.0,1128,7500,60.0,0.0,0,4,4,698,103.74193548387096,1920,1950,1,0,0,0,0,1,0,1,0,0,0,1,68400
1432,968,0.0,4.0,0,656,0.0,216,1928.0,968,10800,60.0,0.0,0,6,4,656,103.74193548387096,1927,2007,1,0,0,0,0,1,0,0,1,0,0,1,64500
1041,800,832.0,4.0,400,336,25.330882352941178,484,1966.0,1632,9130,70.04995836802665,252.0,40,8,6,800,103.74193548387096,1966,2000,1,0,0,1,0,0,0,0,1,0,1,0,173000
711,859,319.0,2.0,0,859,25.330882352941178,384,1964.0,1178,8712,66.0,0.0,0,7,4,859,103.74193548387096,1900,1950,0,1,0,0,0,1,0,1,0,0,0,1,102776
1049,930,0.0,2.0,0,0,25.330882352941178,308,1946.0,930,11100,60.0,0.0,0,7,4,0,103.74193548387096,1946,2006,0,1,0,0,0,1,0,0,1,0,1,0,84900
310,697,804.0,3.0,518,179,0.0,420,1993.0,1501,7685,70.04995836802665,112.0,63,5,6,697,103.74193548387096,1993,1994,1,0,1,0,0,0,1,0,0,0,1,0,165600
571,864,348.5240174672489,2.0,414,450,25.330882352941178,288,1959.0,864,7332,60.0,207.0,0,6,6,864,103.74193548387096,1959,1959,1,0,0,0,0,1,0,0,1,0,1,0,120000
917,1229,0.0,3.0,1059,75,25.330882352941178,284,1956.0,1229,17140,70.04995836802665,0.0,0,6,4,1134,103.74193548387096,1956,1956,1,0,1,0,0,0,0,1,0,0,0,1,135000
602,927,988.0,3.0,789,119,25.330882352941178,506,1992.0,1915,10041,80.0,0.0,150,5,8,908,103.74193548387096,1992,1992,0,1,0,1,0,0,1,0,0,0,1,0,220000
289,698,698.0,3.0,0,698,25.330882352941178,384,2003.0,1396,8730,60.0,0.0,0,7,6,698,103.74193548387096,1915,2003,1,0,0,0,0,1,0,0,1,0,0,1,153575
428,1208,348.5240174672489,2.0,664,544,25.330882352941178,628,2007.0,1208,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007,1,0,0,1,0,0,0,1,0,0,1,0,195400
1085,996,0.0,2.0,747,189,25.330882352941178,564,1992.0,996,9069,73.0,0.0,0,6,6,936,103.74193548387096,1992,1992,0,1,0,1,0,0,0,0,1,0,1,0,147000
208,1180,348.5240174672489,3.0,1065,92,25.330882352941178,454,1988.0,2062,14364,70.04995836802665,128.0,55,5,7,1157,103.74193548387096,1988,1989,0,1,0,1,0,0,0,0,1,0,0,1,277000
680,923,348.5240174672489,2.0,543,261,25.330882352941178,264,1980.0,923,8012,50.0,0.0,0,5,6,923,103.74193548387096,1980,1980,1,0,1,0,0,0,0,1,0,0,0,1,143000
353,720,0.0,2.0,0,624,25.330882352941178,484,2005.0,720,8520,60.0,0.0,0,8,6,624,106.0,1928,2003,1,0,0,0,0,1,0,0,1,0,0,1,105900
324,0,1080.0,0.0,0,710,25.330882352941178,564,1961.0,0,11275,96.0,300.0,0,7,7,710,103.74193548387096,1967,2007,1,0,0,0,0,1,1,0,0,0,1,0,242000
237,1014,730.0,3.0,402,594,25.330882352941178,457,1993.0,1744,9453,70.04995836802665,0.0,70,7,7,996,103.74193548387096,1993,2003,1,0,1,0,0,0,0,1,0,0,1,0,194500
58,1426,1519.0,3.0,0,1410,25.330882352941178,641,2006.0,0,13682,66.0,1031.0,0,5,10,1410,103.74193548387096,2006,2006,0,1,0,0,0,1,1,0,0,0,1,0,438780
1159,943,933.0,4.0,442,459,25.330882352941178,540,1974.0,1876,9120,76.0,270.0,69,6,6,901,103.74193548387096,1974,1974,1,0,1,0,0,0,0,1,0,0,1,0,185000
535,820,527.0,3.0,969,148,25.330882352941178,0,1978.5061638868744,1347,7000,70.0,0.0,0,7,5,1117,103.74193548387096,1910,1991,0,1,0,1,0,0,1,0,0,0,0,1,107500
367,1431,0.0,3.0,371,728,25.330882352941178,296,1962.0,1431,9150,101.0,305.0,110,5,6,1099,103.74193548387096,1962,1962,0,1,0,1,0,0,0,1,0,0,0,1,165000
695,1137,348.5240174672489,2.0,980,92,25.330882352941178,551,1987.0,1137,13811,54.0,72.0,0,6,6,1112,103.74193548387096,1987,1987,1,0,0,1,0,0,0,0,1,0,1,0,176000
23,1060,0.0,3.0,840,200,25.330882352941178,572,1976.0,1060,4224,44.0,0.0,110,7,5,1040,100.0,1976,1976,1,0,0,1,0,0,0,0,1,0,0,1,129900
107,789,0.0,2.0,104,516,25.330882352941178,250,1948.0,789,6000,50.0,0.0,0,5,5,789,103.74193548387096,1948,1950,1,0,1,0,0,0,0,0,1,0,0,1,115000
1430,734,1104.0,4.0,0,732,25.330882352941178,372,2005.0,1838,0,60.0,0.0,40,5,5,732,103.74193548387096,2005,2005,0,1,0,0,0,1,1,0,0,0,0,1,192140
1018,802,670.0,3.0,0,384,25.330882352941178,402,1991.0,1472,10784,70.04995836802665,76.0,0,5,7,384,103.74193548387096,1991,1992,1,0,0,0,0,1,0,1,0,0,1,0,160000
361,988,517.0,3.0,399,484,25.330882352941178,240,1940.0,1505,9144,70.04995836802665,0.0,0,5,5,883,103.74193548387096,1940,1982,1,0,0,0,1,0,0,0,1,0,0,1,145000
1001,691,0.0,2.0,0,691,25.330882352941178,216,1920.0,691,5400,60.0,0.0,20,6,5,691,103.74193548387096,1920,1950,1,0,0,0,0,1,0,0,1,1,0,0,86000
538,1159,0.0,3.0,673,378,25.330882352941178,336,1968.0,1159,11553,70.04995836802665,188.0,0,5,5,1051,466.0,1968,1968,1,0,1,0,0,0,0,0,1,0,0,1,158000
1421,1069,0.0,2.0,360,709,25.330882352941178,440,1977.0,1069,4043,53.0,0.0,55,5,6,1069,103.74193548387096,1977,1977,1,0,1,0,0,0,0,1,0,0,0,1,127500
1177,818,406.0,3.0,468,350,25.330882352941178,210,1926.0,1224,3950,70.04995836802665,0.0,0,8,6,818,103.74193548387096,1926,2004,1,0,0,0,1,0,0,0,1,0,0,1,115000
1291,630,672.0,3.0,231,399,25.330882352941178,264,1972.0,1302,1680,21.0,268.0,0,7,5,630,103.74193548387096,1972,1972,1,0,1,0,0,0,0,0,1,0,0,1,119500
781,810,348.5240174672489,3.0,387,374,0.0,484,1992.0,1603,7153,65.0,0.0,124,5,6,761,103.74193548387096,1992,1992,1,0,1,0,0,0,0,1,0,0,1,0,175900
1447,1220,870.0,3.0,1079,141,25.330882352941178,556,1995.0,2090,10000,80.0,438.0,65,5,8,1220,103.74193548387096,1995,1996,1,0,0,1,0,0,0,1,0,0,1,0,240000
774,0,0.0,3.0,0,1935,0.0,0,2006.0,1973,14226,0.0,375.0,45,5,8,0,103.74193548387096,2006,2006,0,1,0,0,0,1,1,0,0,0,1,0,395000
672,1208,348.5240174672489,3.0,767,441,25.330882352941178,546,1977.0,1208,11250,70.04995836802665,0.0,42,6,6,1208,103.74193548387096,1977,1977,1,0,1,0,0,0,0,1,0,0,0,1,165000
233,894,0.0,3.0,182,0,25.330882352941178,308,1976.0,894,10650,75.0,0.0,0,6,5,894,103.74193548387096,1976,1976,0,1,0,0,1,0,0,0,1,0,0,1,128200
426,1644,0.0,2.0,0,0,25.330882352941178,569,1989.0,1644,12800,70.04995836802665,145.0,0,5,7,1518,103.74193548387096,1989,1989,0,1,0,1,0,0,1,0,0,0,1,0,275000
196,1726,0.0,3.0,1126,600,0.0,786,2007.0,1726,9416,79.0,205.0,138,5,7,1726,103.74193548387096,2007,2007,1,0,0,0,0,1,0,0,1,1,0,0,311872
1226,894,1039.0,4.0,0,894,25.330882352941178,668,2007.0,1933,14598,86.0,74.0,18,5,6,894,103.74193548387096,2007,2007,0,1,0,0,0,1,1,0,0,0,1,0,214000
81,1337,0.0,2.0,1201,36,25.330882352941178,405,1998.0,1337,4500,32.0,443.0,199,5,6,1237,103.74193548387096,1998,1998,1,0,0,1,0,0,1,0,0,0,0,1,153500
1368,848,0.0,1.0,685,163,25.330882352941178,420,2003.0,848,4435,70.04995836802665,170.0,0,5,6,848,103.74193548387096,2003,2004,0,1,0,1,0,0,1,0,0,0,1,0,144000
1125,1005,0.0,2.0,0,1005,25.330882352941178,672,1977.0,1005,10434,60.0,0.0,0,5,4,1005,103.74193548387096,1955,1955,1,0,0,0,0,1,0,0,1,1,0,0,115000
111,774,656.0,3.0,250,134,25.330882352941178,400,2000.0,1430,7750,70.04995836802665,0.0,0,5,7,384,103.74193548387096,2000,2000,1,0,0,1,0,0,1,0,0,0,0,1,180000
1243,0,0.0,2.0,0,690,25.330882352941178,850,2006.0,2076,13891,0.0,103.68526170798899,229,5,10,0,103.74193548387096,2006,2006,0,1,0,1,0,0,0,0,1,1,0,0,465000
744,1337,0.0,2.0,733,604,25.330882352941178,462,1993.0,1337,5395,41.0,0.0,0,5,8,1337,103.74193548387096,1993,1993,1,0,0,1,0,0,0,1,0,0,1,0,180000
937,1113,858.0,3.0,341,772,25.330882352941178,689,2005.0,1971,9675,75.0,0.0,48,5,7,1113,103.74193548387096,2005,2005,0,1,0,1,0,0,0,1,0,0,1,0,253000
344,536,576.0,3.0,129,175,25.330882352941178,336,1976.0,1112,2592,36.0,0.0,0,3,5,536,103.74193548387096,1976,1976,1,0,0,0,1,0,0,0,1,0,0,1,85000
1232,1224,0.0,2.0,0,0,25.330882352941178,462,1962.0,1224,9842,70.0,0.0,0,5,4,0,0.0,1962,1962,0,1,0,0,1,0,0,0,1,0,0,1,101800
865,1002,0.0,3.0,828,174,25.330882352941178,0,1973.0,1002,8750,70.04995836802665,76.0,0,6,5,1002,103.74193548387096,1970,1970,1,0,1,0,0,0,0,0,1,0,0,1,148500
1088,970,739.0,3.0,0,970,25.330882352941178,380,2004.0,1709,2522,24.0,50.0,40,5,7,970,103.74193548387096,2004,2004,1,0,0,0,0,1,0,0,1,0,1,0,137500
350,0,0.0,2.0,0,1869,25.330882352941178,617,2007.0,1869,7820,68.0,362.0,54,5,9,0,103.74193548387096,2007,2007,1,0,0,0,0,1,0,1,0,1,0,0,318061
588,1473,0.0,1.0,0,113,25.330882352941178,452,1968.0,1473,0,65.0,0.0,48,8,5,1437,103.74193548387096,1968,2003,0,1,0,1,0,0,0,0,1,1,0,0,143000
1427,1048,348.5240174672489,3.0,580,333,25.330882352941178,288,1962.0,1558,10930,60.0,0.0,0,6,5,913,103.74193548387096,1945,1950,1,0,1,0,0,0,0,0,1,0,0,1,140000
948,936,840.0,3.0,0,936,25.330882352941178,474,2002.0,1776,14006,65.0,144.0,96,5,7,936,103.74193548387096,2002,2002,0,1,0,0,0,1,0,1,0,0,1,0,192500
1449,630,0.0,1.0,553,77,25.330882352941178,0,1978.5061638868744,630,1533,21.0,0.0,0,7,5,630,103.74193548387096,1970,1970,0,1,0,1,0,0,1,0,0,1,0,0,92000
