,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,SalePrice
737,901,900.0,3.0,0,893,25.330882352941178,800,2005.0,1801,10463,72.0,0.0,116,5,8,893,103.74193548387096,2005,2005,1,0,0,0,0,1,0,0,1,0,1,0,239900
1301,753,741.0,3.0,547,224,25.330882352941178,213,1942.0,1494,7500,70.04995836802665,0.0,0,7,6,771,103.74193548387096,1942,1950,1,0,1,0,0,0,0,0,1,0,1,0,177500
1043,1532,797.0,4.0,1085,390,0.0,514,1990.0,2329,11839,86.0,99.0,121,5,7,1475,103.74193548387096,1990,1990,1,0,0,1,0,0,0,0,1,0,1,0,262280
1330,1588,0.0,3.0,0,1588,25.330882352941178,825,2006.0,1588,10000,85.0,410.0,45,5,8,1588,103.74193548387096,2006,2006,0,1,0,0,0,1,0,0,1,0,1,0,227000
1103,1194,0.0,3.0,655,0,25.330882352941178,539,1954.0,1194,8910,79.0,0.0,0,6,6,655,103.74193548387096,1959,1959,0,1,1,0,0,0,1,0,0,0,0,1,159500
752,1494,0.0,3.0,1200,279,25.330882352941178,576,1997.0,1494,9236,79.0,0.0,27,5,6,1479,103.74193548387096,1997,1997,0,1,0,1,0,0,0,1,0,0,1,0,217000
1353,0,1185.0,4.0,816,1217,25.330882352941178,666,1996.0,0,14720,56.0,579.0,86,5,8,0,103.74193548387096,1995,1996,0,1,0,0,0,1,1,0,0,0,1,0,410000
376,914,0.0,2.0,298,572,25.330882352941178,576,1998.0,914,8846,57.0,0.0,0,5,5,870,103.74193548387096,1996,1996,0,1,0,1,0,0,0,0,1,0,0,1,148000
314,832,809.0,3.0,16,712,234.0,546,1925.0,1641,9600,60.0,0.0,0,7,7,728,103.74193548387096,1925,1990,1,0,0,0,1,0,0,0,1,1,0,0,178000
442,1128,445.0,3.0,0,1078,25.330882352941178,360,1930.0,1573,6240,52.0,0.0,0,7,5,1078,103.74193548387096,1930,1992,1,0,0,0,0,1,0,0,1,0,0,1,162900
319,1472,0.0,3.0,1036,336,25.330882352941178,588,1980.0,1472,14115,70.04995836802665,225.0,48,5,7,1372,103.74193548387096,1980,1980,0,1,0,1,0,0,0,0,1,0,0,1,187500
767,983,767.0,4.0,660,323,25.330882352941178,423,1989.0,1750,12508,75.0,0.0,0,7,6,983,103.74193548387096,1940,1985,0,1,1,0,0,0,0,0,1,0,0,1,160000
756,866,902.0,3.0,20,846,25.330882352941178,578,2007.0,1768,10769,68.0,0.0,105,5,8,866,103.74193548387096,2007,2007,0,1,0,1,0,0,0,1,0,0,1,0,212000
424,1196,0.0,2.0,616,580,25.330882352941178,297,1956.0,1196,9000,72.0,74.0,44,5,6,1196,103.74193548387096,1956,1956,1,0,0,0,1,0,0,1,0,0,0,1,139000
553,1126,0.0,2.0,0,0,25.330882352941178,520,2002.0,1126,8777,67.0,0.0,96,5,4,0,103.74193548387096,1949,2003,0,1,0,0,1,0,1,0,0,0,1,0,108000
1035,845,0.0,3.0,0,0,25.330882352941178,290,1957.0,845,11500,70.04995836802665,0.0,0,3,4,0,103.74193548387096,1957,1957,0,1,0,0,1,0,0,0,1,0,0,1,84000
953,1168,800.0,2.8692138133725202,562,29,25.330882352941178,530,1969.0,1968,11075,70.04995836802665,232.0,189,4,5,784,103.74193548387096,1969,1969,0,1,0,0,0,1,0,1,0,0,0,1,172000
1185,949,272.0,4.0,392,392,25.330882352941178,392,1965.0,1221,9738,60.0,0.0,0,7,5,784,103.74193548387096,1924,1950,1,0,1,0,0,0,0,0,1,0,0,1,104900
596,684,684.0,3.0,0,684,25.330882352941178,216,1930.0,1368,3600,60.0,0.0,158,7,6,684,103.74193548387096,1910,1993,1,0,0,0,0,1,0,0,1,0,0,1,114504
227,483,504.0,2.8692138133725202,321,162,25.330882352941178,280,1987.0,987,1869,21.0,127.0,0,6,6,483,103.74193548387096,1970,1970,1,0,0,0,1,0,0,0,1,0,0,1,106000
1106,1442,0.0,3.0,738,172,25.330882352941178,719,1990.0,1442,10357,0.0,0.0,244,5,7,910,0.0,1990,1991,0,1,0,1,0,0,1,0,0,0,1,0,179900
771,1220,0.0,2.0,836,0,25.330882352941178,396,1951.0,1220,8877,67.0,0.0,0,5,4,836,103.74193548387096,1951,1951,1,0,0,0,1,0,0,0,1,0,0,1,102000
933,1500,0.0,3.0,20,1480,25.330882352941178,570,2004.0,1500,8487,63.0,210.0,36,5,7,1500,103.74193548387096,2004,2004,0,1,0,1,0,0,0,1,0,0,1,0,190000
1417,1310,1140.0,3.0,781,503,25.330882352941178,0,1998.0,2450,16545,70.04995836802665,731.0,126,5,8,1284,103.74193548387096,1998,1998,0,1,0,1,0,0,1,0,0,0,1,0,340000
66,0,0.0,3.0,912,1035,25.330882352941178,576,1970.0,2207,0,70.04995836802665,287.0,0,5,7,0,103.74193548387096,1970,1989,0,1,0,1,0,0,0,1,0,0,0,1,180000
999,1208,0.0,2.0,686,501,25.330882352941178,632,2006.0,1208,6762,64.0,24.0,61,5,7,1187,103.74193548387096,2006,2006,0,1,0,1,0,0,0,1,0,0,1,0,206000
579,1050,745.0,4.0,0,1050,25.330882352941178,352,1954.0,1795,12150,81.0,335.0,0,5,5,1050,0.0,1954,1954,1,0,0,0,0,1,0,0,1,0,0,1,131500
942,1440,0.0,4.0,0,0,25.330882352941178,0,1978.5061638868744,1440,7711,42.0,0.0,0,3,4,1440,103.74193548387096,1977,1977,0,1,0,0,0,1,1,0,0,0,0,1,150000
211,1212,0.0,3.0,36,1176,0.0,460,2009.0,1212,10420,83.0,0.0,22,5,6,1212,103.74193548387096,2009,2009,0,1,0,1,0,0,0,1,0,0,1,0,186000
1148,572,539.0,2.0,0,572,25.330882352941178,288,1982.0,1111,5700,70.04995836802665,0.0,0,7,7,572,103.74193548387096,1926,1950,1,0,0,0,0,1,0,0,1,0,0,1,116900
745,1175,1540.0,4.0,575,487,25.330882352941178,831,1994.0,0,8963,70.04995836802665,289.0,204,9,8,1142,103.74193548387096,1976,1996,1,0,0,1,0,0,1,0,0,0,1,0,299800
536,880,844.0,3.0,0,880,0.0,527,1998.0,1724,8924,57.0,0.0,155,5,7,880,103.74193548387096,1998,1999,0,1,0,0,0,1,1,0,0,0,1,0,188000
1286,1328,0.0,3.0,569,678,25.330882352941178,528,1963.0,1328,9790,70.04995836802665,451.0,26,5,6,1328,103.74193548387096,1963,1963,1,0,1,0,0,0,0,0,1,0,0,1,143000
1295,1052,0.0,3.0,1016,36,25.330882352941178,288,1968.0,1052,8400,70.0,168.0,0,5,5,1052,356.0,1968,1968,0,1,0,0,0,1,0,1,0,0,0,1,138500
85,1301,1116.0,4.0,0,1288,25.330882352941178,462,1991.0,2417,16059,0.0,284.0,82,5,8,1288,127.0,1991,1992,1,0,0,0,0,1,0,0,1,0,1,0,260000
1314,948,0.0,3.0,732,216,25.330882352941178,280,1956.0,948,8190,60.0,0.0,36,6,4,948,103.74193548387096,1954,1954,1,0,0,0,1,0,0,0,1,0,0,1,119000
974,1136,883.0,3.0,0,728,25.330882352941178,532,1997.0,2019,11414,60.0,0.0,135,8,7,728,103.74193548387096,1910,1993,1,0,0,0,0,1,0,0,1,0,1,0,167500
976,869,0.0,2.0,0,440,25.330882352941178,0,1978.5061638868744,869,5900,51.0,0.0,0,7,4,440,103.74193548387096,1923,1958,1,0,0,0,0,1,1,0,0,1,0,0,85500
631,1554,0.0,2.0,24,1530,0.0,627,2006.0,1554,4590,34.0,108.0,73,5,8,1554,103.74193548387096,2006,2006,0,1,0,1,0,0,0,1,0,0,1,0,209500
1315,1092,1020.0,4.0,500,176,25.330882352941178,576,1969.0,2112,11075,85.0,0.0,0,5,6,952,103.74193548387096,1969,1969,0,1,1,0,0,0,0,0,1,0,0,1,206900
1383,1416,0.0,3.0,0,816,25.330882352941178,576,2007.0,1416,0,70.04995836802665,0.0,0,7,5,816,103.74193548387096,1918,2007,1,0,0,0,0,1,0,0,1,0,1,0,112000
1401,864,729.0,3.0,759,80,25.330882352941178,398,2004.0,1593,7415,62.0,0.0,75,5,6,839,103.74193548387096,2004,2004,1,0,0,1,0,0,0,0,1,0,0,1,193000
949,1381,0.0,3.0,982,179,25.330882352941178,676,1972.0,1381,9360,78.0,0.0,0,7,6,1161,103.74193548387096,1972,2006,1,0,1,0,0,0,0,0,1,0,1,0,197500
273,1632,0.0,3.0,620,0,25.330882352941178,338,1958.0,1632,9600,80.0,183.0,0,6,6,1240,103.74193548387096,1958,1988,1,0,0,0,1,0,0,1,0,0,0,1,139000
1034,954,0.0,2.0,0,920,25.330882352941178,240,1938.0,954,6305,50.0,0.0,0,7,5,920,103.74193548387096,1938,1950,1,0,0,0,0,1,0,0,1,1,0,0,119750
362,495,1427.0,4.0,0,0,25.330882352941178,672,2003.0,1922,7301,64.0,500.0,0,5,7,0,103.74193548387096,2003,2003,0,1,0,0,0,1,0,1,0,0,1,0,198500
622,980,0.0,3.0,560,420,0.0,484,1986.0,980,7064,71.0,153.0,0,6,5,980,192.0,1977,1977,1,0,1,0,0,0,0,0,1,0,0,1,135000
2,920,866.0,3.0,486,434,0.0,608,2001.0,1786,11250,68.0,162.0,42,5,7,920,103.74193548387096,2001,2002,0,1,0,1,0,0,0,1,0,0,1,0,223500
6,1694,0.0,3.0,0,317,25.330882352941178,636,2004.0,1694,10084,75.0,186.0,57,5,8,1686,103.74193548387096,2004,2005,0,1,0,1,0,0,0,1,0,0,1,0,307000
311,972,0.0,2.0,680,292,25.330882352941178,240,1948.0,972,8000,50.0,0.0,0,6,6,972,103.74193548387096,1948,2002,1,0,1,0,0,0,0,0,1,0,0,1,132000
668,1437,0.0,3.0,988,200,25.330882352941178,576,1999.0,1437,14175,70.04995836802665,0.0,0,6,5,1188,103.74193548387096,1956,1987,1,0,0,0,1,0,0,0,1,0,0,1,168000
1037,1055,1208.0,3.0,0,1055,25.330882352941178,0,2001.0,2263,9240,70.04995836802665,396.0,45,5,8,1055,103.74193548387096,2001,2002,1,0,0,0,0,1,1,0,0,0,1,0,287000
1439,1040,685.0,3.0,315,114,25.330882352941178,550,1979.0,1725,11584,80.0,96.0,88,6,7,539,103.74193548387096,1979,1979,1,0,0,1,0,0,0,1,0,0,0,1,197000
215,1236,0.0,2.0,360,710,25.330882352941178,447,1957.0,1236,10011,72.0,64.0,0,6,5,1070,103.74193548387096,1957,1996,1,0,1,0,0,0,0,0,1,0,1,0,134450
1119,1040,0.0,2.8692138133725202,369,671,25.330882352941178,286,1959.0,1040,7560,70.0,0.0,0,5,5,1040,103.74193548387096,1959,1959,1,0,0,0,1,0,0,1,0,0,0,1,133700
27,1704,348.5240174672489,3.0,1218,486,25.330882352941178,772,2008.0,1704,11478,98.0,200.0,50,5,8,1704,103.74193548387096,2007,2008,1,0,0,1,0,0,0,0,1,0,1,0,306000
1055,1523,0.0,2.8692138133725202,644,549,25.330882352941178,478,1976.0,1523,11361,104.0,160.0,0,5,6,1193,103.74193548387096,1976,1976,1,0,1,0,0,0,1,0,0,0,0,1,180000
824,1489,0.0,3.0,0,1489,25.330882352941178,776,2006.0,1489,11216,81.0,0.0,140,5,8,1489,103.74193548387096,2006,2006,1,0,0,0,0,1,0,1,0,0,1,0,232600
1415,1569,0.0,1.0,988,398,25.330882352941178,660,2007.0,1569,3635,51.0,130.0,20,5,7,1386,103.74193548387096,2007,2007,1,0,0,0,0,1,0,0,1,0,1,0,175900
1198,1212,0.0,3.0,0,1212,25.330882352941178,573,2001.0,1212,9100,70.0,0.0,0,5,7,1212,103.74193548387096,2001,2001,1,0,0,0,0,1,0,1,0,0,1,0,178000
1280,1573,0.0,3.0,788,785,25.330882352941178,544,2002.0,1573,9808,67.0,110.0,72,5,7,1573,0.0,2002,2002,1,0,0,1,0,0,0,1,0,0,1,0,227000
624,1012,778.0,4.0,247,485,25.330882352941178,484,1972.0,1790,10400,80.0,288.0,0,5,6,732,103.74193548387096,1972,1972,1,0,0,0,1,0,0,1,0,0,0,1,165150
807,1072,504.0,2.8692138133725202,0,15,25.330882352941178,528,1923.0,1576,0,0.0,0.0,312,6,5,1324,103.74193548387096,1923,2004,0,1,0,1,0,0,0,1,0,0,1,0,223500
256,864,864.0,3.0,503,361,25.330882352941178,673,2003.0,1728,8791,64.0,0.0,56,5,6,864,103.74193548387096,2003,2003,1,0,0,0,1,0,0,1,0,0,1,0,207500
25,1600,0.0,3.0,0,1566,25.330882352941178,0,2007.0,1600,14230,0.0,640.0,56,5,8,1566,103.74193548387096,2007,2007,1,0,0,0,0,1,0,1,0,0,1,0,256300
336,0,0.0,3.0,1249,673,25.330882352941178,676,2005.0,1922,14157,86.0,200.0,51,5,9,0,103.74193548387096,2005,2006,0,1,0,1,0,0,1,0,0,0,1,0,377426
572,846,846.0,3.0,0,846,25.330882352941178,650,2009.0,1692,13159,83.0,0.0,114,5,7,846,103.74193548387096,2009,2009,0,1,0,0,0,1,0,1,0,0,1,0,224500
47,1656,0.0,3.0,24,1632,25.330882352941178,826,2006.0,1656,11096,84.0,0.0,146,5,8,1656,103.74193548387096,2006,2006,0,1,0,1,0,0,0,0,1,0,1,0,249700
106,1047,0.0,2.0,0,641,25.330882352941178,273,1954.0,1047,10800,60.0,0.0,0,7,4,641,103.74193548387096,1885,1995,1,0,0,0,0,1,0,0,1,0,0,1,100000
349,0,880.0,4.0,0,438,25.330882352941178,706,2006.0,0,0,56.0,870.0,0,5,9,0,103.74193548387096,2005,2006,1,0,0,1,0,0,1,0,0,1,0,0,437154
55,1425,0.0,3.0,490,935,25.330882352941178,576,1964.0,1425,10175,100.0,272.0,0,5,6,1425,103.74193548387096,1964,1964,1,0,0,0,0,1,0,1,0,0,0,1,180500
1443,952,0.0,2.0,0,952,25.330882352941178,192,1916.0,952,8854,70.04995836802665,0.0,98,6,6,952,103.74193548387096,1916,1950,1,0,0,0,0,1,0,0,1,1,0,0,121000
213,990,0.0,3.0,716,274,25.330882352941178,576,1996.0,990,13568,43.0,0.0,0,5,5,990,103.74193548387096,1995,1995,1,0,1,0,0,0,0,0,1,0,0,1,156000
120,988,0.0,1.0,938,0,25.330882352941178,540,1969.0,988,0,70.04995836802665,0.0,130,5,6,938,0.0,1969,1969,0,1,1,0,0,0,0,0,1,0,0,1,180000
1206,1056,0.0,2.8692138133725202,1056,0,0.0,384,1966.0,1056,8900,70.04995836802665,0.0,42,4,4,1056,103.74193548387096,1966,1966,1,0,0,0,1,0,0,0,1,0,0,1,107000
1388,1746,0.0,3.0,0,426,25.330882352941178,758,2006.0,1746,14892,42.0,160.0,39,5,9,1746,103.74193548387096,2006,2007,0,1,0,1,0,0,1,0,0,1,0,0,377500
72,885,833.0,3.0,0,832,25.330882352941178,427,1998.0,1718,10141,74.0,40.0,94,5,7,832,103.74193548387096,1998,1998,1,0,0,0,0,1,1,0,0,0,0,1,185000
743,1464,0.0,3.0,444,76,25.330882352941178,480,1997.0,1464,12886,70.0,0.0,0,6,5,520,103.74193548387096,1963,1999,0,1,1,0,0,0,0,1,0,0,0,1,175000
1188,831,829.0,3.0,0,831,25.330882352941178,493,2002.0,1660,8935,68.0,95.0,68,5,7,831,103.74193548387096,2002,2002,1,0,0,0,0,1,0,1,0,0,1,0,195000
45,1752,0.0,2.0,456,1296,25.330882352941178,576,2005.0,1752,7658,61.0,412.0,82,5,9,1752,103.74193548387096,2005,2005,1,0,0,1,0,0,0,1,0,1,0,0,319900
1230,1361,1259.0,4.0,498,652,145.0,600,1977.0,0,0,70.04995836802665,1.0,24,5,5,1361,103.74193548387096,1977,1977,1,0,0,1,0,0,0,1,0,0,0,1,190000
523,0,1538.0,3.0,0,878,25.330882352941178,0,2007.0,0,0,0.0,762.0,406,5,10,0,103.74193548387096,2007,2008,0,1,0,1,0,0,1,0,0,1,0,0,184750
826,784,0.0,2.0,784,0,25.330882352941178,0,1978.5061638868744,784,6130,50.0,0.0,0,6,5,784,103.74193548387096,1924,1950,1,0,1,0,0,0,1,0,0,0,1,0,109500
867,1120,0.0,3.0,932,108,25.330882352941178,544,1961.0,1120,6970,85.0,0.0,0,5,4,1040,103.74193548387096,1961,1961,1,0,1,0,0,0,0,1,0,1,0,0,129000
1199,1382,0.0,3.0,547,504,25.330882352941178,459,1974.0,1382,11235,75.0,51.0,82,5,4,1051,103.74193548387096,1963,1979,1,0,0,0,1,0,0,0,1,0,0,1,148000
757,672,714.0,3.0,438,234,25.330882352941178,440,1978.0,1386,11616,70.04995836802665,328.0,0,5,6,672,103.74193548387096,1978,1978,0,1,0,0,1,0,1,0,0,0,0,1,158900
533,334,0.0,1.0,0,0,25.330882352941178,0,1978.5061638868744,334,5000,50.0,0.0,0,3,1,0,103.74193548387096,1946,1950,0,1,0,0,1,0,1,0,0,1,0,0,39300
603,600,600.0,2.0,0,600,0.0,480,2004.0,1200,3182,30.0,0.0,172,5,7,600,0.0,2004,2005,1,0,0,0,0,1,0,1,0,0,1,0,151000
465,1414,0.0,2.0,0,1375,25.330882352941178,398,2004.0,1414,3072,70.04995836802665,18.0,20,5,7,1375,103.74193548387096,2004,2004,1,0,0,0,0,1,1,0,0,0,1,0,178740
1391,1584,0.0,4.0,0,1584,25.330882352941178,792,1967.0,1584,8944,65.0,0.0,152,5,5,1584,0.0,1967,1967,1,0,0,0,0,1,0,0,1,0,0,1,124000
1244,792,725.0,3.0,0,792,25.330882352941178,400,1931.0,1517,11435,70.04995836802665,0.0,0,7,8,792,103.74193548387096,1929,1950,1,0,0,0,0,1,0,0,1,0,1,0,230000
1080,1258,0.0,3.0,656,602,25.330882352941178,528,1971.0,1258,11040,80.0,144.0,0,7,6,1258,103.74193548387096,1971,2004,1,0,1,0,0,0,0,0,1,0,1,0,145000
904,902,0.0,3.0,599,277,25.330882352941178,288,1967.0,902,6173,70.04995836802665,75.0,0,6,5,876,103.74193548387096,1967,1967,1,0,0,1,0,0,0,0,1,0,0,1,125500
60,1158,0.0,3.0,941,217,25.330882352941178,576,2006.0,1158,13072,63.0,0.0,50,5,6,1158,103.74193548387096,2004,2004,1,0,1,0,0,0,0,0,1,0,1,0,158000
92,964,0.0,2.0,713,163,25.330882352941178,432,1921.0,964,13360,80.0,0.0,0,7,5,876,103.74193548387096,1921,2006,1,0,1,0,0,0,0,0,1,0,0,1,163500
666,1465,915.0,3.0,187,111,25.330882352941178,596,1965.0,2380,0,70.04995836802665,113.0,265,5,6,1021,103.74193548387096,1965,1979,1,0,0,0,1,0,0,0,1,0,0,1,129000
727,1232,348.5240174672489,2.0,724,508,25.330882352941178,632,2007.0,1232,7314,64.0,82.0,0,5,7,1232,103.74193548387096,2007,2007,0,1,0,1,0,0,0,0,1,0,1,0,194500
194,864,0.0,3.0,390,474,25.330882352941178,352,1989.0,864,7180,60.0,0.0,0,7,5,864,103.74193548387096,1972,1972,0,1,1,0,0,0,0,0,1,0,0,1,127000
280,1175,807.0,3.0,421,386,25.330882352941178,575,1989.0,1982,11287,82.0,340.0,84,6,7,807,103.74193548387096,1989,1989,0,1,0,1,0,0,0,0,1,0,1,0,228500
359,1086,838.0,3.0,956,130,25.330882352941178,592,1998.0,1924,12011,78.0,530.0,75,5,8,1086,208.0,1998,1998,0,1,0,1,0,0,0,1,0,0,1,0,280000
519,1276,804.0,3.0,0,1276,25.330882352941178,282,1926.0,2080,10918,53.0,0.0,0,9,7,1276,0.0,1926,2004,1,0,0,0,0,1,0,0,1,0,1,0,234000
1455,953,694.0,3.0,0,953,25.330882352941178,460,1999.0,1647,7917,62.0,0.0,40,5,6,953,0.0,1999,2000,1,0,0,0,0,1,0,1,0,0,0,1,175000
923,1617,0.0,2.0,165,598,25.330882352941178,533,1993.0,1617,8012,50.0,0.0,69,5,6,1604,103.74193548387096,1993,1994,1,0,0,0,1,0,0,0,1,0,1,0,193000
182,1340,0.0,3.0,0,0,25.330882352941178,252,1957.0,1340,9060,60.0,98.0,0,6,5,0,103.74193548387096,1957,2006,0,1,0,0,0,1,0,0,1,0,0,1,120000
987,0,0.0,3.0,0,284,25.330882352941178,606,2010.0,1940,10159,83.0,450.0,95,5,9,0,103.74193548387096,2009,2010,0,1,0,1,0,0,1,0,0,1,0,0,395192
110,1216,639.0,4.0,444,550,25.330882352941178,325,1954.0,1855,9525,75.0,0.0,0,4,6,994,103.74193548387096,1954,1972,1,0,0,0,1,0,0,0,1,0,0,1,136900
42,884,0.0,2.0,747,0,25.330882352941178,504,1983.0,884,9180,70.04995836802665,0.0,0,7,5,840,240.0,1983,1983,0,1,1,0,0,0,0,1,0,0,1,0,144000
1236,764,862.0,2.0,0,764,25.330882352941178,474,2003.0,1626,2628,36.0,106.0,27,5,7,764,0.0,2003,2003,1,0,0,0,0,1,0,1,0,0,1,0,175500
204,720,564.0,2.0,312,408,25.330882352941178,240,1948.0,1284,3500,50.0,0.0,35,7,5,720,103.74193548387096,1947,1950,1,0,0,0,1,0,0,0,1,0,0,1,110000
983,1149,1141.0,4.0,0,1128,25.330882352941178,779,2002.0,2290,11250,70.04995836802665,0.0,0,5,8,1128,103.74193548387096,2002,2002,0,1,0,0,0,1,0,0,1,0,1,0,255900
52,816,0.0,2.0,104,0,25.330882352941178,516,1963.0,816,8472,0.0,0.0,0,5,5,816,103.74193548387096,1963,1963,0,1,0,0,1,0,0,0,1,0,0,1,110000
545,1377,806.0,4.0,1002,0,25.330882352941178,786,1988.0,2183,13837,70.04995836802665,178.0,0,5,7,1204,0.0,1988,1988,1,0,0,1,0,0,0,0,1,0,1,0,229000
945,1188,561.0,2.8692138133725202,1088,0,244.0,456,1963.0,1869,8820,98.0,0.0,0,6,5,1088,103.74193548387096,1890,1996,1,0,0,0,1,0,0,0,1,0,0,1,124900
852,918,728.0,4.0,364,554,25.330882352941178,240,1941.0,1646,7128,53.0,0.0,0,5,7,918,103.74193548387096,1941,1950,1,0,0,0,1,0,0,0,1,0,0,1,164000
1413,0,0.0,2.0,976,868,25.330882352941178,620,2005.0,1844,10994,88.0,366.0,44,5,8,0,103.74193548387096,2005,2006,1,0,0,1,0,0,1,0,0,0,1,0,257000
1375,1571,0.0,3.0,0,1571,25.330882352941178,722,2007.0,1571,10991,89.0,80.0,36,5,8,1571,103.74193548387096,2007,2007,0,1,0,0,0,1,1,0,0,0,1,0,239000
183,1362,720.0,3.0,0,1362,25.330882352941178,484,2003.0,2082,11426,63.0,0.0,238,5,7,1362,103.74193548387096,2003,2003,1,0,0,0,0,1,0,0,1,0,1,0,200000
137,0,0.0,0.0,0,1907,25.330882352941178,766,1989.0,1959,11070,82.0,70.0,0,5,7,0,103.74193548387096,1988,1989,1,0,0,0,0,1,0,0,1,0,0,1,171000
926,1234,1140.0,4.0,0,1181,25.330882352941178,656,2003.0,2374,11999,93.0,340.0,100,5,8,1181,103.74193548387096,2003,2004,1,0,0,0,0,1,1,0,0,1,0,0,285000
80,1182,960.0,2.8692138133725202,448,448,25.330882352941178,509,1968.0,2142,13000,100.0,576.0,72,6,6,896,103.74193548387096,1968,1968,1,0,0,0,1,0,1,0,0,0,1,0,193500
1364,520,600.0,2.0,0,600,25.330882352941178,480,2005.0,1200,3180,30.0,0.0,166,5,7,600,103.74193548387096,2005,2005,1,0,0,0,0,1,0,1,0,0,1,0,144152
105,1053,348.5240174672489,3.0,0,1053,25.330882352941178,648,2003.0,1992,9375,75.0,768.0,45,5,8,1053,103.74193548387096,2003,2004,1,0,0,0,0,1,0,1,0,0,1,0,250000
541,997,1288.0,4.0,0,969,25.330882352941178,648,2000.0,2285,11000,70.04995836802665,72.0,56,5,8,969,103.74193548387096,2000,2000,1,0,0,0,0,1,1,0,0,0,1,0,248000
706,1824,0.0,2.0,1219,424,25.330882352941178,739,1971.0,1824,0,70.04995836802665,351.0,48,5,7,1643,103.74193548387096,1971,2002,0,1,0,1,0,0,0,0,1,0,1,0,302000
480,0,0.0,3.0,1261,572,25.330882352941178,772,2004.0,1850,16033,98.0,378.0,112,5,9,0,103.74193548387096,2004,2005,0,1,0,1,0,0,1,0,0,0,1,0,326000
165,808,547.0,4.0,351,112,25.330882352941178,0,1978.5061638868744,1355,10106,62.0,0.0,0,7,5,644,103.74193548387096,1940,1999,1,0,1,0,0,0,1,0,0,0,0,1,127500
248,840,828.0,3.0,0,840,25.330882352941178,500,2003.0,1668,11317,72.0,101.0,68,5,7,840,103.74193548387096,2003,2003,1,0,0,0,0,1,0,1,0,0,1,0,180000
307,1035,371.0,3.0,0,319,25.330882352941178,0,1978.5061638868744,1406,7920,70.04995836802665,0.0,144,7,6,319,103.74193548387096,1920,1950,1,0,0,0,0,1,1,0,0,1,0,0,89500
446,0,0.0,2.0,247,557,25.330882352941178,578,1966.0,1888,16492,0.0,0.0,0,6,6,1517,103.74193548387096,1966,2002,1,0,0,0,0,1,1,0,0,0,1,0,190000
712,1228,0.0,2.0,767,461,0.0,472,1988.0,1228,4671,40.0,0.0,120,5,8,1228,168.0,1988,1989,0,1,0,1,0,0,1,0,0,0,1,0,189000
334,943,348.5240174672489,3.0,828,115,25.330882352941178,472,1998.0,1638,9042,59.0,0.0,38,5,6,943,103.74193548387096,1998,1998,0,1,0,1,0,0,1,0,0,0,0,1,192000
97,960,0.0,3.0,520,440,25.330882352941178,432,1965.0,960,10921,73.0,48.0,0,5,4,960,103.74193548387096,1965,1965,1,0,0,0,1,0,1,0,0,0,0,1,94750
724,1698,0.0,3.0,1234,464,25.330882352941178,768,2007.0,1698,13286,86.0,340.0,64,5,9,1698,103.74193548387096,2007,2008,1,0,0,1,0,0,0,0,1,1,0,0,320000
905,1063,0.0,3.0,354,412,25.330882352941178,280,1954.0,1063,9920,80.0,110.0,0,5,5,1056,103.74193548387096,1954,1954,1,0,0,0,1,0,0,1,0,0,0,1,128000
899,1236,0.0,3.0,465,447,25.330882352941178,288,1961.0,1236,6993,65.0,0.0,0,7,5,912,103.74193548387096,1961,1994,1,0,1,0,0,0,0,0,1,0,0,1,135000
102,1535,0.0,4.0,0,0,25.330882352941178,410,1979.0,1535,7018,64.0,0.0,0,5,5,0,103.74193548387096,1979,1979,0,1,0,0,1,0,0,0,1,0,0,1,118964
434,630,0.0,1.0,495,135,25.330882352941178,0,1978.5061638868744,630,1890,21.0,0.0,0,7,4,630,103.74193548387096,1972,1972,0,1,1,0,0,0,1,0,0,0,0,1,81000
1007,546,348.5240174672489,3.0,273,0,25.330882352941178,286,1970.0,1092,2217,21.0,0.0,0,4,4,546,103.74193548387096,1970,1970,1,0,1,0,0,0,0,1,0,0,0,1,88000
1305,1652,0.0,2.0,0,80,0.0,840,2006.0,1652,13173,0.0,300.0,102,5,9,1652,103.74193548387096,2006,2007,1,0,0,1,0,0,1,0,0,1,0,0,325000
834,1144,0.0,3.0,572,572,25.330882352941178,456,1961.0,1144,7875,75.0,136.0,0,6,5,1144,103.74193548387096,1961,1961,1,0,0,0,1,0,0,0,1,0,0,1,139950
1324,1795,0.0,2.0,0,1795,25.330882352941178,0,2007.0,1795,9986,75.0,428.0,49,5,8,0,103.74193548387096,2006,2007,0,1,0,0,0,1,0,1,0,0,1,0,147000
302,1541,0.0,3.0,0,1541,25.330882352941178,843,2001.0,1541,13704,0.0,150.0,81,5,7,1541,103.74193548387096,2001,2002,1,0,0,0,0,1,0,1,0,0,1,0,205000
