1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
790,784.0,3.0,712,84,25.330882352941178,566,1976.0,1574,0,70.04995836802665,120.0,111,5,6,796,103.74193548387096,1976,1976,190000,0,1,0,1,0,0,1,0,0,0,0,1
672,672.0,3.0,456,216,25.330882352941178,468,1964.0,1344,10690,59.0,0.0,128,7,5,672,103.74193548387096,1920,1997,147000,1,0,0,0,1,0,0,0,1,0,0,1
1394,0.0,3.0,609,785,25.330882352941178,514,1963.0,1394,9500,70.04995836802665,247.0,76,5,6,1394,103.74193548387096,1963,1963,159000,1,0,1,0,0,0,0,1,0,0,0,1
1431,0.0,3.0,371,728,25.330882352941178,296,1962.0,1431,9150,101.0,305.0,110,5,6,1099,103.74193548387096,1962,1962,165000,0,1,0,1,0,0,0,1,0,0,0,1
1268,0.0,2.0,540,728,25.330882352941178,244,1954.0,1268,7800,78.0,200.0,98,6,5,1268,103.74193548387096,1954,1954,132000,1,0,0,0,1,0,1,0,0,0,0,1
1287,0.0,3.0,72,733,25.330882352941178,576,1997.0,1287,9830,70.04995836802665,0.0,17,7,5,1063,364.0,1959,2006,162000,1,0,1,0,0,0,1,0,0,0,1,0
953,711.0,3.0,0,953,25.330882352941178,460,2000.0,1664,8121,70.04995836802665,0.0,40,5,6,953,103.74193548387096,2000,2000,172400,1,0,0,0,0,1,0,1,0,0,0,1
1120,468.0,4.0,0,0,25.330882352941178,680,1991.0,1588,17120,80.0,0.0,59,4,4,0,103.74193548387096,1959,1959,134432,0,1,0,0,1,0,1,0,0,0,0,1
752,0.0,2.0,623,0,25.330882352941178,264,1984.0,752,7175,50.0,0.0,0,5,6,744,103.74193548387096,1984,1984,125000,1,0,1,0,0,0,0,0,1,0,0,1
1319,0.0,3.0,428,0,25.330882352941178,270,1953.0,1319,10634,79.0,0.0,0,6,5,608,103.74193548387096,1953,1953,123000,1,0,1,0,0,0,0,0,1,0,0,1
847,1081.0,4.0,0,847,25.330882352941178,434,2003.0,1928,8200,65.0,0.0,48,5,7,847,103.74193548387096,2003,2004,219500,1,0,0,0,0,1,1,0,0,0,1,0
904,0.0,1.0,350,333,25.330882352941178,0,1978.5061638868744,904,10020,70.04995836802665,0.0,0,1,1,683,103.74193548387096,1922,1950,61000,0,1,1,0,0,0,1,0,0,1,0,0
914,0.0,2.0,298,572,25.330882352941178,576,1998.0,914,8846,57.0,0.0,0,5,5,870,103.74193548387096,1996,1996,148000,0,1,0,1,0,0,0,0,1,0,0,1
1580,886.0,4.0,0,1580,25.330882352941178,610,2004.0,2466,11143,102.0,0.0,214,5,8,1580,103.74193548387096,2004,2005,340000,1,0,0,0,0,1,0,1,0,0,1,0
0,0.0,1.0,0,411,25.330882352941178,834,2010.0,1856,11394,88.0,350.0,0,2,9,0,103.74193548387096,2010,2010,394432,0,1,0,1,0,0,1,0,0,1,0,0
1007,793.0,3.0,0,982,25.330882352941178,463,2000.0,1800,8123,60.0,16.0,63,5,6,982,100.0,2000,2000,179000,1,0,0,0,0,1,1,0,0,0,0,1
1026,665.0,3.0,218,808,25.330882352941178,308,1924.0,1691,5000,50.0,0.0,0,6,5,1026,103.74193548387096,1924,1950,127000,1,0,0,0,1,0,0,0,1,0,1,0
1301,0.0,2.0,0,1293,25.330882352941178,572,2006.0,1301,7200,60.0,0.0,121,5,7,1293,103.74193548387096,2006,2006,187750,1,0,0,0,0,1,0,1,0,0,1,0
939,858.0,3.0,0,939,0.0,639,2006.0,1797,9245,79.0,0.0,53,5,7,939,144.0,2006,2006,213500,0,1,0,0,0,1,0,0,1,0,1,0
784,0.0,2.0,0,784,91.0,360,1950.0,784,9000,60.0,0.0,0,3,6,784,103.74193548387096,1928,1950,76000,1,0,0,0,0,1,0,0,1,0,0,1
1079,874.0,3.0,985,595,0.0,501,1992.0,1953,0,70.04995836802665,0.0,231,5,6,1580,103.74193548387096,1992,1992,240000,0,1,0,1,0,0,1,0,0,0,1,0
1269,0.0,2.0,24,1232,25.330882352941178,430,2004.0,1269,3182,43.0,16.0,20,5,8,1256,146.0,2004,2005,192000,1,0,0,1,0,0,1,0,0,0,1,0
658,526.0,0.0,0,658,25.330882352941178,0,1978.5061638868744,1184,8410,58.0,0.0,151,3,5,658,0.0,1910,1996,81000,1,0,0,0,0,1,1,0,0,0,0,1
1125,0.0,2.8692138133725202,631,410,25.330882352941178,352,1977.0,1125,7200,72.0,255.0,0,6,6,1041,296.0,1976,1976,125000,0,1,1,0,0,0,0,0,1,0,0,1
1479,0.0,3.0,0,1468,25.330882352941178,577,1999.0,1479,9382,93.0,125.0,25,5,7,1468,103.74193548387096,1999,2000,191000,1,0,0,0,0,1,0,1,0,0,1,0
1742,590.0,3.0,0,402,25.330882352941178,846,2008.0,2332,12474,96.0,272.0,134,5,10,1682,103.74193548387096,2007,2008,426000,0,1,0,1,0,0,1,0,0,1,0,0
961,406.0,4.0,241,229,25.330882352941178,384,1978.0,1367,8405,50.0,0.0,130,8,5,861,103.74193548387096,1900,1950,119000,1,0,0,0,1,0,0,0,1,0,0,1
804,1157.0,3.0,690,114,25.330882352941178,560,2001.0,1961,12209,71.0,0.0,192,5,6,804,103.74193548387096,2001,2002,215000,1,0,1,0,0,0,1,0,0,0,1,0
882,0.0,3.0,0,0,25.330882352941178,294,1959.0,882,8339,70.04995836802665,0.0,0,7,5,0,103.74193548387096,1959,1959,106500,0,1,0,0,1,0,0,1,0,0,0,1
788,0.0,2.0,266,522,25.330882352941178,0,1978.5061638868744,788,7446,70.04995836802665,0.0,0,5,4,788,103.74193548387096,1941,1950,100000,1,0,0,0,1,0,1,0,0,0,0,1
735,299.0,2.0,0,735,25.330882352941178,240,1940.0,1034,10134,60.0,0.0,39,6,5,735,103.74193548387096,1940,1950,109000,1,0,0,0,0,1,0,0,1,0,0,1
1144,348.5240174672489,2.8692138133725202,739,405,25.330882352941178,596,1956.0,1144,9571,68.0,0.0,0,6,5,1144,44.0,1956,1956,129000,0,1,1,0,0,0,0,0,1,0,0,1
894,0.0,2.0,777,117,25.330882352941178,600,1985.0,894,7200,60.0,0.0,0,5,5,894,103.74193548387096,1972,1972,123000,0,1,0,0,1,0,0,1,0,0,0,1
876,936.0,4.0,540,324,25.330882352941178,264,1962.0,1812,7590,69.0,288.0,168,5,5,864,103.74193548387096,1962,1962,169500,1,0,1,0,0,0,0,1,0,0,0,1
1077,0.0,2.0,0,961,25.330882352941178,338,1920.0,1077,8967,60.0,0.0,0,2,5,961,103.74193548387096,1920,1950,67000,1,0,0,0,0,1,0,0,1,0,0,1
1112,438.0,2.0,812,280,25.330882352941178,438,2007.0,1550,8125,65.0,100.0,168,5,7,1092,103.74193548387096,2006,2007,241000,1,0,0,1,0,0,1,0,0,0,1,0
1288,0.0,1.0,786,474,25.330882352941178,500,1996.0,1288,14963,38.0,0.0,30,5,8,1260,103.74193548387096,1996,1996,245500,1,0,0,1,0,0,1,0,0,1,0,0
1310,0.0,3.0,24,1286,25.330882352941178,400,2005.0,1310,8767,65.0,0.0,0,5,7,1310,103.74193548387096,2005,2005,164990,0,1,0,1,0,0,1,0,0,0,1,0
672,0.0,2.0,0,672,25.330882352941178,240,1940.0,672,10200,60.0,0.0,0,8,5,672,103.74193548387096,1940,1997,108000,1,0,0,0,0,1,0,0,1,0,0,1
1165,348.5240174672489,4.0,0,1141,0.0,420,1998.0,2263,12090,93.0,650.0,123,5,8,1141,144.0,1998,1998,258000,1,0,0,0,0,1,1,0,0,0,1,0
806,766.0,3.0,0,806,25.330882352941178,373,1995.0,1572,10364,70.04995836802665,0.0,40,5,6,806,103.74193548387096,1995,1996,168000,1,0,0,0,0,1,1,0,0,0,0,1
1620,0.0,3.0,1116,165,25.330882352941178,490,1993.0,1620,9991,70.04995836802665,0.0,78,4,4,1281,103.74193548387096,1976,1993,150000,1,0,1,0,0,0,0,0,1,0,0,1
1166,0.0,3.0,0,1064,25.330882352941178,240,1936.0,1639,10480,51.0,0.0,0,5,6,1064,103.74193548387096,1936,1950,115000,1,0,0,0,0,1,0,0,1,0,0,1
840,840.0,2.8692138133725202,0,840,25.330882352941178,308,1960.0,1680,15576,63.0,0.0,0,7,6,840,0.0,1915,1976,177000,1,0,0,0,0,1,0,0,1,0,0,1
1071,1101.0,2.8692138133725202,0,1063,25.330882352941178,0,2006.0,2172,14154,0.0,350.0,62,5,7,1063,103.74193548387096,2006,2006,280000,1,0,0,0,0,1,0,1,0,0,1,0
1050,1028.0,3.0,789,245,25.330882352941178,836,2008.0,2078,10800,85.0,100.0,102,5,8,1034,103.74193548387096,2007,2008,339750,1,0,0,1,0,0,1,0,0,1,0,0
1276,0.0,2.8692138133725202,0,1276,25.330882352941178,350,1958.0,1276,9571,68.0,0.0,0,3,5,1276,103.74193548387096,1958,1958,60000,1,0,0,0,0,1,0,0,1,0,0,1
1056,0.0,3.0,1056,0,25.330882352941178,572,1955.0,1056,0,100.0,0.0,0,5,5,1056,103.74193548387096,1955,1955,145000,0,1,0,0,1,0,1,0,0,0,0,1
1478,0.0,2.0,578,892,25.330882352941178,484,2009.0,1478,4403,70.04995836802665,432.0,144,5,7,1470,103.74193548387096,2009,2009,222000,0,1,0,1,0,0,1,0,0,0,1,0
1028,348.5240174672489,2.0,0,1008,25.330882352941178,360,1927.0,1028,8960,56.0,0.0,0,6,5,1008,103.74193548387096,1927,1950,115000,1,0,0,0,0,1,0,0,1,0,0,1
1080,1017.0,3.0,50,499,25.330882352941178,678,1993.0,2097,11228,59.0,0.0,187,5,7,1080,103.74193548387096,1993,1993,228000,1,0,1,0,0,0,0,0,1,0,1,0
1340,0.0,3.0,24,1316,25.330882352941178,396,2007.0,1340,8899,73.0,0.0,30,5,7,1340,103.74193548387096,2007,2007,181134,0,1,0,1,0,0,1,0,0,0,1,0
672,728.0,2.8692138133725202,209,463,25.330882352941178,440,1978.0,1400,7844,74.0,203.0,0,7,6,672,103.74193548387096,1978,1978,149500,1,0,1,0,0,0,1,0,0,0,0,1
1370,1254.0,4.0,1128,242,25.330882352941178,0,1918.0,0,0,86.0,0.0,0,6,6,1370,103.74193548387096,1918,1950,239000,1,0,1,0,0,0,0,0,1,0,0,1
756,378.0,3.0,312,444,25.330882352941178,240,1940.0,1134,8160,60.0,0.0,0,6,5,756,103.74193548387096,1940,1950,126000,1,0,1,0,0,0,0,0,1,0,0,1
1056,0.0,3.0,775,281,25.330882352941178,304,1968.0,1056,8450,65.0,0.0,85,6,5,1056,103.74193548387096,1968,1968,142000,1,0,1,0,0,0,0,0,1,0,0,1
1344,0.0,2.8692138133725202,0,35,25.330882352941178,784,1997.0,1344,7060,78.0,200.0,0,5,7,1344,103.74193548387096,1997,1998,206300,0,1,0,1,0,0,1,0,0,0,0,1
1602,0.0,3.0,1246,356,0.0,529,1977.0,1602,16635,70.04995836802665,126.0,0,7,6,1602,103.74193548387096,1977,2000,215000,1,0,1,0,0,0,1,0,0,0,1,0
988,0.0,2.0,0,988,25.330882352941178,520,1954.0,988,0,100.0,0.0,0,5,5,988,103.74193548387096,1954,1954,113000,1,0,0,0,0,1,0,1,0,0,0,1
1470,348.5240174672489,4.0,986,484,25.330882352941178,696,1998.0,0,9200,80.0,473.0,66,5,8,1470,103.74193548387096,1998,1998,315000,1,0,0,1,0,0,0,0,1,0,1,0
1196,0.0,2.0,616,580,25.330882352941178,297,1956.0,1196,9000,72.0,74.0,44,5,6,1196,103.74193548387096,1956,1956,139000,1,0,0,0,1,0,0,1,0,0,0,1
707,682.0,3.0,0,651,25.330882352941178,240,1947.0,1389,3378,60.0,0.0,0,8,7,651,103.74193548387096,1946,1992,135000,1,0,0,0,0,1,0,0,1,0,0,1
1644,0.0,2.0,0,0,25.330882352941178,569,1989.0,1644,12800,70.04995836802665,145.0,0,5,7,1518,103.74193548387096,1989,1989,275000,0,1,0,1,0,0,1,0,0,0,1,0
907,0.0,3.0,288,619,25.330882352941178,352,1964.0,907,8593,77.0,0.0,0,6,4,907,103.74193548387096,1957,1957,109008,1,0,0,0,1,0,0,0,1,0,0,1
1208,348.5240174672489,2.0,664,544,25.330882352941178,628,2007.0,1208,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007,195400,1,0,0,1,0,0,0,1,0,0,1,0
1412,0.0,3.0,1005,387,25.330882352941178,576,1988.0,1412,11457,0.0,0.0,0,5,6,1392,103.74193548387096,1988,1988,175000,0,1,0,1,0,0,0,0,1,0,1,0
483,504.0,2.0,387,96,25.330882352941178,264,1971.0,987,1680,21.0,232.0,0,5,6,483,103.74193548387096,1971,1971,85400,1,0,1,0,0,0,0,0,1,0,0,1
1088,110.0,4.0,0,901,25.330882352941178,0,1978.5061638868744,1198,5586,60.0,0.0,98,7,6,901,103.74193548387096,1920,1998,79900,1,0,0,0,0,1,0,0,1,0,0,1
765,600.0,2.0,471,294,25.330882352941178,440,1971.0,1365,1920,24.0,376.0,36,5,5,765,103.74193548387096,1971,1971,122500,1,0,1,0,0,0,0,0,1,0,0,1
926,678.0,3.0,0,926,25.330882352941178,470,1997.0,1604,10839,100.0,0.0,36,5,6,926,0.0,1997,1998,181000,1,0,0,0,0,1,1,0,0,0,0,1
630,0.0,1.0,495,135,25.330882352941178,0,1978.5061638868744,630,1890,21.0,0.0,0,7,4,630,103.74193548387096,1972,1972,81000,0,1,1,0,0,0,1,0,0,0,0,1
827,834.0,3.0,385,70,25.330882352941178,550,1996.0,1661,10667,43.0,0.0,61,6,7,799,103.74193548387096,1996,1996,212000,0,1,0,1,0,0,0,1,0,0,1,0
734,348.5240174672489,2.0,0,648,25.330882352941178,440,1990.0,1118,4400,40.0,0.0,0,8,6,648,103.74193548387096,1920,1950,116000,1,0,0,0,0,1,0,0,1,0,0,1
904,0.0,2.0,0,884,25.330882352941178,180,1926.0,904,6000,50.0,0.0,0,7,6,884,103.74193548387096,1926,2004,119000,1,0,0,0,0,1,0,0,1,0,0,1
694,0.0,2.8692138133725202,365,75,25.330882352941178,352,1990.0,694,4280,40.0,0.0,0,6,5,440,103.74193548387096,1913,2002,90350,1,0,0,0,1,0,0,0,1,0,1,0
684,512.0,3.0,0,684,25.330882352941178,528,2005.0,1196,12354,67.0,0.0,46,8,6,684,103.74193548387096,1920,2000,110000,0,1,0,0,0,1,0,0,1,0,1,0
0,0.0,2.0,0,788,25.330882352941178,672,2008.0,2402,15431,0.0,200.0,72,5,10,0,103.74193548387096,2008,2008,555000,0,1,0,1,0,0,1,0,0,1,0,0
1440,0.0,4.0,133,1307,25.330882352941178,0,1978.5061638868744,1440,12108,92.0,270.0,0,4,4,1440,103.74193548387096,1955,1955,118000,1,0,1,0,0,0,1,0,0,1,0,0
1128,445.0,3.0,0,1078,25.330882352941178,360,1930.0,1573,6240,52.0,0.0,0,7,5,1078,103.74193548387096,1930,1992,162900,1,0,0,0,0,1,0,0,1,0,0,1
1258,0.0,2.0,0,1258,25.330882352941178,648,2007.0,1258,3922,53.0,72.0,16,5,7,1258,103.74193548387096,2006,2007,172500,0,1,0,0,0,1,1,0,0,0,1,0
933,975.0,4.0,642,273,25.330882352941178,493,1994.0,1908,8750,70.0,0.0,133,5,7,915,103.74193548387096,1994,1995,210000,1,0,0,1,0,0,0,0,1,0,1,0
1689,0.0,3.0,0,1436,0.0,480,1956.0,1689,9855,73.0,0.0,0,5,6,1436,103.74193548387096,1956,1956,127500,1,0,0,0,0,1,0,0,1,0,0,1
0,0.0,2.0,247,557,25.330882352941178,578,1966.0,1888,16492,0.0,0.0,0,6,6,1517,103.74193548387096,1966,2002,190000,1,0,0,0,0,1,1,0,0,0,1,0
956,930.0,2.8692138133725202,0,930,25.330882352941178,431,1998.0,1886,11214,70.04995836802665,0.0,0,5,7,930,103.74193548387096,1998,1999,199900,1,0,0,0,0,1,1,0,0,0,1,0
780,596.0,3.0,0,780,25.330882352941178,198,1937.0,1376,8600,50.0,0.0,0,6,6,780,103.74193548387096,1937,1950,119500,1,0,0,0,0,1,0,0,1,0,0,1
679,504.0,2.0,331,318,25.330882352941178,308,1981.0,1183,6000,50.0,0.0,176,7,3,649,103.74193548387096,1948,2002,120000,1,0,1,0,0,0,0,0,1,0,0,1
813,0.0,2.0,0,813,25.330882352941178,270,1932.0,813,5684,70.0,0.0,113,8,6,813,0.0,1930,2005,110000,1,0,0,0,0,1,0,0,1,0,1,0
1533,0.0,2.0,655,878,25.330882352941178,576,1975.0,1533,0,62.0,0.0,54,5,7,1533,103.74193548387096,1975,1975,280000,0,1,1,0,0,0,0,0,1,0,1,0
888,868.0,3.0,742,130,25.330882352941178,422,1996.0,1756,9303,70.04995836802665,42.0,122,5,6,872,103.74193548387096,1996,1997,204000,1,0,1,0,0,0,1,0,0,0,0,1
786,348.5240174672489,3.0,0,768,25.330882352941178,676,2008.0,1590,9000,75.0,0.0,30,5,8,768,0.0,2008,2008,210000,1,0,0,0,0,1,0,1,0,0,1,0
1728,0.0,4.0,0,122,25.330882352941178,560,1976.0,1728,9297,63.0,0.0,0,5,5,1728,103.74193548387096,1976,1976,188000,1,0,1,0,0,0,0,0,1,0,0,1
1242,0.0,3.0,916,326,25.330882352941178,528,1973.0,1242,9600,80.0,320.0,0,6,7,1242,103.74193548387096,1973,1973,175500,1,0,1,0,0,0,0,0,1,0,0,1
624,720.0,4.0,0,624,25.330882352941178,513,1916.0,1344,4571,34.0,0.0,0,5,5,624,103.74193548387096,1916,1950,98000,1,0,0,0,0,1,0,0,1,0,0,1
1663,0.0,2.0,1116,248,25.330882352941178,529,1954.0,1663,0,70.04995836802665,0.0,137,6,4,1364,103.74193548387096,1954,1994,256000,0,1,1,0,0,0,0,0,1,0,1,0
833,833.0,3.0,0,588,25.330882352941178,228,1925.0,1666,5100,70.04995836802665,0.0,63,7,8,588,103.74193548387096,1925,1996,161000,1,0,0,0,0,1,0,0,1,0,1,0
979,224.0,3.0,185,524,25.330882352941178,352,1950.0,1203,7015,70.04995836802665,161.0,0,4,5,709,103.74193548387096,1950,1950,110000,1,0,0,0,1,0,0,0,1,0,1,0
832,1103.0,3.0,544,288,25.330882352941178,552,2009.0,1935,8004,75.0,110.0,150,5,8,832,103.74193548387096,2009,2009,263435,1,0,0,1,0,0,1,0,0,0,0,1
575,560.0,3.0,350,0,25.330882352941178,576,1971.0,1135,7200,60.0,0.0,0,9,7,560,103.74193548387096,1936,2007,155000,1,0,1,0,0,0,0,1,0,0,1,0
864,0.0,3.0,553,0,25.330882352941178,360,1965.0,864,8281,60.0,0.0,0,5,5,864,103.74193548387096,1965,1965,62383,1,0,0,0,1,0,0,0,1,0,0,1
849,811.0,3.0,326,389,25.330882352941178,240,1939.0,1660,11988,74.0,0.0,0,7,6,715,103.74193548387096,1934,1995,188700,1,0,0,0,1,0,0,0,1,0,0,1
1040,0.0,3.0,616,424,25.330882352941178,0,1978.5061638868744,1040,8430,60.0,136.0,0,5,5,1040,103.74193548387096,1978,1978,124000,1,0,0,0,1,0,1,0,0,0,0,1
1414,0.0,2.0,0,1375,25.330882352941178,398,2004.0,1414,3072,70.04995836802665,18.0,20,5,7,1375,103.74193548387096,2004,2004,178740,1,0,0,0,0,1,1,0,0,0,1,0
1277,0.0,2.0,778,499,0.0,526,1970.0,1277,10628,85.0,0.0,0,5,7,1277,0.0,1970,1970,167000,0,1,0,1,0,0,0,0,1,0,0,1
888,348.5240174672489,3.0,386,342,25.330882352941178,312,1942.0,1644,9480,79.0,224.0,0,7,5,728,103.74193548387096,1942,1995,146500,1,0,0,0,1,0,0,0,1,0,1,0
1634,0.0,3.0,0,1626,25.330882352941178,0,2006.0,1634,11428,98.0,248.0,44,5,8,1626,103.74193548387096,2006,2006,250000,1,0,0,0,0,1,0,0,1,0,1,0
832,878.0,3.0,426,406,25.330882352941178,506,1993.0,1710,9291,76.0,120.0,70,5,6,832,103.74193548387096,1993,1993,187000,1,0,0,1,0,0,0,1,0,0,1,0
1502,0.0,1.0,368,0,25.330882352941178,528,1985.0,1502,6820,70.04995836802665,0.0,54,5,8,1488,103.74193548387096,1985,1985,212000,0,1,0,1,0,0,0,1,0,0,1,0
1161,808.0,3.0,0,808,25.330882352941178,534,1977.0,1969,11952,92.0,0.0,0,6,7,808,103.74193548387096,1977,1977,190000,1,0,0,0,0,1,0,1,0,0,0,1
1072,0.0,2.0,459,88,25.330882352941178,525,2005.0,1072,3675,35.0,80.0,28,5,6,547,103.74193548387096,2005,2005,148000,0,1,0,0,0,1,0,0,1,0,0,1
0,0.0,2.0,0,626,25.330882352941178,0,2006.0,1976,14977,0.0,304.0,63,5,8,0,103.74193548387096,2006,2007,440000,0,1,0,0,0,1,0,1,0,0,1,0
1652,0.0,2.0,1196,298,25.330882352941178,499,2000.0,1652,5330,41.0,0.0,48,5,8,1494,103.74193548387096,2000,2000,251000,0,1,0,1,0,0,0,1,0,1,0,0
970,0.0,2.0,630,340,25.330882352941178,624,1996.0,970,8480,80.0,0.0,24,6,5,970,103.74193548387096,1963,1963,132500,1,0,0,1,0,0,0,0,1,0,0,1
1493,0.0,2.8692138133725202,994,484,25.330882352941178,508,1997.0,1493,13125,75.0,215.0,39,5,6,1478,103.74193548387096,1997,1998,208900,0,1,0,1,0,0,1,0,0,0,1,0
0,574.0,3.0,0,2153,0.0,694,2006.0,0,13693,0.0,772.0,84,5,9,0,103.74193548387096,2006,2006,380000,0,1,0,0,0,1,1,0,0,1,0,0
1718,0.0,3.0,0,417,0.0,826,2007.0,1718,10637,79.0,336.0,44,5,8,1705,103.74193548387096,2007,2008,297000,0,1,0,1,0,0,0,1,0,0,1,0
1131,0.0,2.8692138133725202,168,739,25.330882352941178,672,1995.0,1131,5925,50.0,435.0,72,7,4,907,103.74193548387096,1937,2000,89471,1,0,0,0,1,0,0,0,1,0,0,1
0,0.0,3.0,1261,572,25.330882352941178,772,2004.0,1850,16033,98.0,378.0,112,5,9,0,103.74193548387096,2004,2005,326000,0,1,0,1,0,0,1,0,0,0,1,0
1792,0.0,2.0,0,225,25.330882352941178,0,2003.0,1792,11846,72.0,562.0,49,5,9,0,103.74193548387096,2003,2004,374000,0,1,0,1,0,0,1,0,0,1,0,0
916,348.5240174672489,4.0,299,611,25.330882352941178,164,1915.0,1826,2500,50.0,0.0,0,8,7,910,103.74193548387096,1915,2005,155000,1,0,1,0,0,0,0,0,1,1,0,0
1216,348.5240174672489,2.0,897,319,0.0,402,1998.0,1216,4500,32.0,116.0,125,5,6,1216,103.74193548387096,1998,1998,164000,1,0,0,1,0,0,0,0,1,0,0,1
999,0.0,3.0,588,411,25.330882352941178,264,1963.0,999,7758,70.04995836802665,0.0,132,7,5,999,103.74193548387096,1962,2001,132500,1,0,1,0,0,0,0,0,1,0,1,0
1113,0.0,3.0,607,506,25.330882352941178,264,1950.0,1113,9600,80.0,0.0,80,7,5,1113,103.74193548387096,1950,2007,147000,1,0,1,0,0,0,0,0,1,0,1,0
1073,0.0,3.0,836,237,25.330882352941178,515,1965.0,1073,10289,79.0,168.0,0,7,5,1073,103.74193548387096,1965,1965,156000,1,0,1,0,0,0,0,1,0,0,0,1
1484,0.0,3.0,998,486,25.330882352941178,487,1971.0,1484,12243,70.0,0.0,0,6,5,1484,103.74193548387096,1971,1971,175000,0,1,1,0,0,0,0,0,1,0,0,1
1766,648.0,3.0,664,290,25.330882352941178,520,1970.0,2414,10800,60.0,0.0,0,4,5,954,103.74193548387096,1900,1970,160000,1,0,1,0,0,0,0,0,1,0,0,1
630,0.0,2.8692138133725202,515,115,25.330882352941178,286,1970.0,630,1526,21.0,0.0,0,8,4,630,103.74193548387096,1970,2002,86000,0,1,0,1,0,0,0,0,1,0,1,0
616,688.0,3.0,0,264,25.330882352941178,336,1976.0,1304,2665,70.04995836802665,0.0,24,6,5,264,141.0,1976,1976,115000,0,1,0,0,0,1,1,0,0,0,0,1
958,620.0,3.0,403,238,25.330882352941178,240,1941.0,1578,9490,79.0,0.0,0,7,6,806,103.74193548387096,1941,1950,133000,1,0,1,0,0,0,0,0,1,1,0,0
728,728.0,3.0,0,728,25.330882352941178,429,2006.0,1456,15578,0.0,0.0,0,5,6,728,103.74193548387096,2006,2006,172785,1,0,0,0,0,1,0,1,0,0,0,1
1269,0.0,3.0,374,363,25.330882352941178,308,1964.0,1269,7931,70.0,0.0,0,6,5,1269,103.74193548387096,1960,1960,155000,1,0,1,0,0,0,0,0,1,0,0,1
886,0.0,2.0,0,190,25.330882352941178,273,1938.0,886,5784,50.0,0.0,20,8,5,190,103.74193548387096,1938,1996,91300,1,0,0,0,0,1,0,0,1,0,0,1
720,0.0,2.0,495,225,25.330882352941178,0,1978.5061638868744,720,7879,60.0,0.0,523,5,4,720,103.74193548387096,1920,1950,34900,1,0,0,0,1,0,1,0,0,0,0,1
0,0.0,2.8692138133725202,1231,1969,25.330882352941178,546,1992.0,0,12692,70.04995836802665,0.0,75,5,8,0,103.74193548387096,1992,1993,430000,1,0,0,1,0,0,0,0,1,0,1,0
1133,687.0,4.0,329,697,25.330882352941178,240,1925.0,1820,9120,60.0,0.0,100,6,7,1026,103.74193548387096,1925,1950,184000,1,0,0,0,1,0,0,0,1,0,0,1
899,0.0,3.0,450,414,25.330882352941178,288,1967.0,899,7800,65.0,89.0,0,7,5,864,103.74193548387096,1967,2004,130000,1,0,1,0,0,0,1,0,0,0,1,0
912,0.0,2.0,111,522,25.330882352941178,297,1958.0,912,7535,70.0,0.0,285,7,5,912,103.74193548387096,1958,1985,120000,1,0,1,0,0,0,1,0,0,0,0,1
672,546.0,3.0,356,316,25.330882352941178,264,1973.0,1218,1890,21.0,285.0,28,5,6,672,103.74193548387096,1973,1973,113000,1,0,1,0,0,0,0,0,1,0,0,1
866,902.0,3.0,400,466,25.330882352941178,603,2005.0,1768,9803,75.0,0.0,108,5,7,866,103.74193548387096,2005,2005,226700,1,0,0,1,0,0,0,1,0,0,1,0
1214,0.0,2.0,698,420,25.330882352941178,461,1965.0,1214,9170,70.0,0.0,0,7,5,1214,103.74193548387096,1965,1965,140000,1,0,1,0,0,0,0,0,1,0,0,1
1801,0.0,1.0,1247,254,25.330882352941178,484,1959.0,1801,15602,100.0,0.0,54,8,7,1501,103.74193548387096,1959,1997,289000,1,0,1,0,0,0,1,0,0,0,0,1
855,348.5240174672489,3.0,257,103,25.330882352941178,440,1974.0,1322,2308,24.0,0.0,0,5,6,855,103.74193548387096,1974,1974,147000,1,0,1,0,0,0,0,0,1,0,0,1
960,1000.0,4.0,0,960,25.330882352941178,400,1952.0,1960,7596,60.0,360.0,0,5,5,960,103.74193548387096,1952,1952,124500,1,0,0,0,0,1,0,0,1,0,0,1
1065,846.0,3.0,380,397,0.0,471,1993.0,1911,9554,80.0,125.0,81,5,8,777,103.74193548387096,1993,1994,215000,1,0,0,0,0,1,0,1,0,0,1,0
1218,0.0,2.0,27,1191,25.330882352941178,676,2009.0,1218,7862,75.0,0.0,102,5,6,1218,103.74193548387096,2009,2009,208300,1,0,0,1,0,0,1,0,0,0,1,0
689,689.0,3.0,141,548,25.330882352941178,360,1928.0,1378,9600,60.0,0.0,0,9,7,689,103.74193548387096,1928,2005,161000,1,0,0,0,1,0,0,0,1,0,1,0
